contributor,site_id,long_site,lat_site,gps_accuracy,long_actual,lat_actual,skip_reason,time_submitted,foto_towards_point_compass,lively,relaxing,tranquil,noisy,crowded,safe,beauty,biodiversity,trees,shrubs,lawns,flowers,natveg,benches,play,sports,garbage,veget,paths,facilities,age_cats,gender,dutch,education,visit_freq,visit_daily,alone,oth_parks,more_inv,nature,walking,jogging,biking,relaxing.y,socialising,children,photos,geometry
80457ee268e41627d2d59df068b5b060,6.0,4.848669999999999,52.3651,6.0,4.8486400000000005,52.36515,noskip,2018-06-11T23:59:32,226.0,5.0,3.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,1.0,3.0,5.0,4.0,5.0,1.0,,,,,2.0,False,False,3.0,False,,True,True,False,True,False,True,https://gpcl03.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/72/b0ffaa9b-36f8-4964-9540-75c52747033b,POINT (4.84864 52.36515)
faba3483d874f140046d1d0f3bf1240a,21.0,4.8467199999999995,52.3594,10.0,4.846725,52.35945,noskip,2018-06-12T14:26:28,49.0,3.0,4.0,4.0,3.0,2.0,4.0,8.0,8.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,8.0,2.0,True,4.0,2.0,False,True,3.0,True,1.0,False,True,False,True,False,,https://gpcl03.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/79/76c4bef5-73cf-4692-99a0-02a702642296,POINT (4.846725 52.35945)
ed890880a1e59d8ba2b85c3d42bb6ff6,23.0,4.8455900000000005,52.3595,10.0,4.845575,52.35953,noskip,2018-06-13T14:44:27,193.0,4.0,3.0,4.0,3.0,2.0,3.0,8.0,8.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,True,4.0,2.0,False,True,2.0,True,2.0,False,True,False,False,False,,https://gpcl10.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/84/4da2073c-a121-44cd-a37f-f6727096c8a5,POINT (4.845575 52.35953)
1228032f6dae97202d3e5821f09500d0,8.0,4.844869999999999,52.3649,10.0,4.844816000000001,52.36507,noskip,2018-06-14T16:24:08,344.0,5.0,5.0,5.0,4.0,3.0,5.0,10.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,True,4.0,1.0,True,True,5.0,True,1.0,True,True,False,True,False,,https://gpcl05.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/96/e01b64b0-6e09-4eba-9490-5d0ac47cd501,POINT (4.844816 52.36507)
6cf200dc6c074473c254e6a40f0f34c3,20.0,4.84782,52.3619,11.0,4.847898000000001,52.36205,noskip,2018-06-16T14:55:32,150.0,5.0,3.0,3.0,4.0,5.0,4.0,10.0,10.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,7.0,1.0,True,2.0,2.0,False,True,3.0,True,2.0,True,False,True,True,False,,https://gpcl06.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/106/bcc3368a-27f2-47c8-b205-bfc0e2a6aa55,POINT (4.847898 52.36205)
ac7235272f8cfb5bbef22c1d4d8e32cd,19.0,4.84771,52.3606,8.0,4.84719,52.36073,noskip,2018-05-26T19:42:52,282.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,5.0,2.0,True,4.0,3.0,False,False,4.0,True,1.0,True,False,True,True,False,False,https://gpcl07.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/19/0045258d-c9a1-4065-a769-b78045a00c42,POINT (4.84719 52.36073)
ca4ddfbf81a95aba6cef2260bbf1134f,8.0,4.844869999999999,52.3649,10.0,4.844817,52.36492,noskip,2018-05-27T17:57:47,94.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,8.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,2.0,True,4.0,2.0,False,False,3.0,False,2.0,False,False,False,True,False,False,https://gpcl01.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/26/ddb12d7f-0123-43f7-a38f-37b165766302,POINT (4.844817 52.36492)
dba13f83459a159c2a86f80dc25e0c35,9.0,4.84631,52.3637,10.0,4.846324,52.36371,noskip,2018-05-29T14:58:31,359.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,7.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,True,4.0,3.0,False,True,4.0,True,2.0,False,True,True,True,False,,https://gpcl03.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/31/f10bc8d7-51f7-4fc2-93cc-9a829af65d5e,POINT (4.846324 52.36371)
35672336de849450107c1c4ead133a51,1.0,4.84846,52.3684,8.0,4.848761,52.3685,noskip,2018-06-02T22:22:25,41.0,2.0,4.0,4.0,2.0,2.0,2.0,6.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,2.0,True,4.0,2.0,False,True,3.0,True,2.0,False,False,False,True,False,,https://gpcl09.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/37/9e54760c-e262-414b-9445-1caebf9336ea,POINT (4.848761 52.3685)
07fc8865ab119d09b24862c2630d9ac6,3.0,4.84797,52.3665,4.0,4.8479220000000005,52.36656,noskip,2018-06-01T18:09:51,318.0,5.0,2.0,1.0,5.0,5.0,3.0,7.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,6.0,1.0,True,2.0,2.0,False,True,3.0,True,1.0,False,False,True,True,False,,https://gpcl08.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/43/9155555f-56f5-4e00-9969-c3167cca4d42,POINT (4.847922 52.36656)
c2236559316e73494b9d8c0afc4d2a0d,21.0,4.8467199999999995,52.3594,4.0,4.846598,52.35941,noskip,2018-06-06T23:37:09,279.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,6.0,1.0,True,4.0,4.0,False,True,5.0,False,2.0,True,True,False,True,False,,https://gpcl10.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/48/f921b114-4c95-437d-8acc-17075b6a4ab9,POINT (4.846598 52.35941)
19f70589614a413b0375619a883fda75,11.0,4.84885,52.3635,21.0,4.850181,52.36334,noskip,2018-06-08T18:45:32,70.0,2.0,5.0,5.0,3.0,2.0,5.0,8.0,5.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,,,,,5.0,False,False,4.0,False,,False,True,False,True,True,False,https://gpcl10.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/55/7168db11-d015-4e0a-83af-10510a4c7bf7,POINT (4.850181 52.36334)
ce0e3702280f84b26d727b249c8fa8ab,0.0,4.845,52.3665,8.0,4.84495,52.3668,noskip,2018-06-10T17:49:12,0.0,4.0,4.0,4.0,4.0,2.0,5.0,7.0,7.0,5.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,False,4.0,2.0,False,False,3.0,False,1.0,False,False,False,True,False,False,https://gpcl01.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/60/24bb67a8-dc16-4b41-9afb-fc89a1ea0728,POINT (4.84495 52.3668)
00cb7770df64aa10d8dfb76ac3dd0d3d,1.0,4.84846,52.3684,10.0,4.848485,52.36864,noskip,2018-06-11T19:54:11,301.0,2.0,5.0,5.0,2.0,2.0,5.0,8.0,7.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,,,,,3.0,False,True,5.0,False,,True,False,True,True,False,,https://gpcl04.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/66/00b72bad-b83b-47b6-9783-0ed0fc509d04,POINT (4.848485 52.36864)
80457ee268e41627d2d59df068b5b060,7.0,4.84786,52.3647,6.0,4.8478330000000005,52.36477,noskip,2018-06-11T23:59:32,307.0,2.0,2.0,2.0,5.0,1.0,5.0,8.0,8.0,4.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,1.0,,,,,2.0,False,False,3.0,False,,True,True,False,True,False,True,https://gpcl08.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/73/afdc1953-69c4-40c5-adbb-3d3ba91da93f,POINT (4.847833 52.36477)
ed890880a1e59d8ba2b85c3d42bb6ff6,18.0,4.84631,52.3607,10.0,4.846317,52.36073,noskip,2018-06-13T14:44:28,219.0,4.0,4.0,4.0,3.0,2.0,4.0,8.0,8.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,True,4.0,2.0,False,True,2.0,True,2.0,False,True,False,False,False,,https://gpcl01.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/85/95063aa5-bb13-4b90-b71a-dc859d6d9085,POINT (4.846317 52.36073)
1228032f6dae97202d3e5821f09500d0,27.0,4.84614,52.3655,5.0,4.846118,52.36555,noskip,2018-06-14T16:24:08,324.0,5.0,4.0,4.0,4.0,4.0,5.0,10.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,True,4.0,1.0,True,True,5.0,True,1.0,True,True,False,True,False,,https://gpcl05.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/97/75b2d896-6267-4947-ba8f-3ed70cfe86fb,POINT (4.846118 52.36555)
6cf200dc6c074473c254e6a40f0f34c3,19.0,4.84771,52.3606,11.0,4.848037000000001,52.36073,badgps,2018-06-16T14:55:32,349.0,5.0,3.0,3.0,4.0,5.0,4.0,8.0,7.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,7.0,1.0,True,2.0,2.0,False,True,3.0,True,2.0,True,False,True,True,False,,https://gpcl10.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/107/f7ecc638-9e7d-40dd-a2d4-4f5e98b0f924,POINT (4.848037 52.36073)
e0599e82c4f985a07ba2cfe6c6e5d285,30.0,4.84772,52.3673,9.0,4.847643,52.36737,noskip,2018-06-19T12:29:43,334.0,2.0,5.0,5.0,2.0,2.0,4.0,10.0,9.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,,True,4.0,1.0,True,False,3.0,True,1.0,True,True,True,True,True,False,https://gpcl10.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/114/2090de04-c890-4c02-bc66-8b2d6e0731ed,POINT (4.847643 52.36737)
ac7235272f8cfb5bbef22c1d4d8e32cd,22.0,4.84865,52.3597,8.0,4.848845,52.35969,noskip,2018-05-26T19:42:53,291.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,5.0,2.0,True,4.0,3.0,False,False,4.0,True,1.0,True,False,True,True,False,False,https://gpcl06.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/20/ba9ff56d-7ec9-466e-a3d3-308d48c641f9,POINT (4.848845 52.35969)
ca4ddfbf81a95aba6cef2260bbf1134f,2.0,4.84566,52.3679,10.0,4.8456150000000004,52.36787,noskip,2018-05-27T17:57:47,269.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,5.0,2.0,True,4.0,2.0,False,False,3.0,False,2.0,False,False,False,True,False,False,https://gpcl01.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/27/8ed67156-d4c1-4c5b-ac83-1e755cb79d31,POINT (4.845615 52.36787)
dba13f83459a159c2a86f80dc25e0c35,8.0,4.844869999999999,52.3649,10.0,4.844705,52.36487,noskip,2018-05-29T14:58:34,359.0,3.0,5.0,4.0,2.0,3.0,5.0,7.0,7.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,True,4.0,3.0,False,True,4.0,True,2.0,False,True,True,True,False,,https://gpcl05.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/32/36d1c1e5-5729-4a5f-a946-f788ef97afe4,POINT (4.844705 52.36487)
07fc8865ab119d09b24862c2630d9ac6,10.0,4.846509999999999,52.3664,4.0,4.8464599999999995,52.36651,noskip,2018-06-01T18:09:52,190.0,3.0,2.0,1.0,3.0,5.0,2.0,6.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,6.0,1.0,True,2.0,2.0,False,True,3.0,True,1.0,False,False,True,True,False,,https://gpcl05.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/44/2073f16e-c73a-4dc4-80b0-cc00a4244fa9,POINT (4.84646 52.36651)
c2236559316e73494b9d8c0afc4d2a0d,9.0,4.84631,52.3637,6.0,4.846368,52.36355,noskip,2018-06-06T23:37:09,139.0,3.0,4.0,4.0,3.0,4.0,4.0,7.0,6.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,6.0,1.0,True,4.0,4.0,False,True,5.0,False,2.0,True,True,False,True,False,,https://gpcl02.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/49/050ec8fd-921a-4199-929a-9e2fb81e20a3,POINT (4.846368 52.36355)
19f70589614a413b0375619a883fda75,5.0,4.84984,52.3648,16.0,4.849881,52.36497,noskip,2018-06-08T18:45:33,135.0,4.0,4.0,2.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,,,,,5.0,False,False,4.0,False,,False,True,False,True,True,False,https://gpcl07.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/56/d556ddc6-3fa8-492c-84fc-1b2a0b524f37,POINT (4.849881 52.36497)
ce0e3702280f84b26d727b249c8fa8ab,8.0,4.844869999999999,52.3649,7.0,4.844823,52.36489,noskip,2018-06-10T17:49:13,0.0,5.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,False,4.0,2.0,False,False,3.0,False,1.0,False,False,False,True,False,False,https://gpcl05.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/61/c7dbd0a7-3075-4db6-b9b4-15ff8ae5e78b,POINT (4.844823 52.36489)
00cb7770df64aa10d8dfb76ac3dd0d3d,15.0,4.84556,52.3623,200.0,4.845916000000001,52.361979999999996,noskip,2018-06-11T19:54:12,139.0,2.0,4.0,4.0,2.0,2.0,5.0,7.0,7.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,,,,,3.0,False,True,5.0,False,,True,False,True,True,False,,https://gpcl01.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/67/14227696-105b-4eb4-9bbc-23d8e6a3947e,POINT (4.845916 52.36198)
80457ee268e41627d2d59df068b5b060,5.0,4.84984,52.3648,6.0,4.849779,52.364779999999996,noskip,2018-06-11T23:59:33,307.0,4.0,4.0,3.0,2.0,2.0,5.0,7.0,7.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,,,,,2.0,False,False,3.0,False,,True,True,False,True,False,True,https://gpcl09.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/74/b8189486-696b-47ed-906c-658c899a2650,POINT (4.849779 52.36478)
ed890880a1e59d8ba2b85c3d42bb6ff6,16.0,4.84506,52.3634,10.0,4.845059,52.36336,noskip,2018-06-13T14:44:28,113.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,True,4.0,2.0,False,True,2.0,True,2.0,False,True,False,False,False,,https://gpcl09.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/86/d0d8365a-d031-45bf-b4b4-a7a1d9bfc154,POINT (4.845059 52.36336)
37440bc875af890a10f662a11a071589,6.0,4.848669999999999,52.3651,5.0,4.848744,52.365190000000005,noskip,2018-06-13T21:47:45,267.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,4.0,5.0,2.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,8.0,2.0,True,4.0,1.0,True,True,5.0,True,1.0,False,False,True,True,True,,https://gpcl01.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/91/a2f734f9-5720-454d-b221-8e94f47b0f18,POINT (4.848744 52.36519)
b745f64a64af5b62e7601a8572919f87,26.0,4.8491599999999995,52.3671,2.0,4.848649,52.367020000000004,noskip,2018-06-15T15:43:19,249.0,5.0,3.0,3.0,4.0,4.0,5.0,7.0,6.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,,,,,1.0,True,True,2.0,False,,True,False,False,True,False,,https://gpcl05.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/102/4a499ba2-7fe3-41c7-a494-3b47655f19d5,POINT (4.848649 52.36702)
f02536cd490ac1b3f5ac6f33727149d5,0.0,4.845,52.3665,10.0,4.844983,52.36653,noskip,2018-06-17T00:00:18,210.0,2.0,4.0,4.0,1.0,2.0,4.0,7.0,7.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,True,4.0,2.0,False,True,3.0,False,1.0,True,True,True,True,False,,https://gpcl07.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/108/e924f182-2534-4b06-bc39-0c30aa6c17a3,POINT (4.844983 52.36653)
e0599e82c4f985a07ba2cfe6c6e5d285,6.0,4.848669999999999,52.3651,22.0,4.848927,52.36517,noskip,2018-06-19T12:29:43,61.0,3.0,5.0,5.0,2.0,3.0,5.0,9.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,,True,4.0,1.0,True,False,3.0,True,1.0,True,True,True,True,True,False,https://gpcl01.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/115/23ec2ce3-0a5a-4907-9762-e15c0c2e6743,POINT (4.848927 52.36517)
ac7235272f8cfb5bbef22c1d4d8e32cd,28.0,4.84845,52.3589,5.0,4.848414,52.358979999999995,noskip,2018-05-26T19:42:54,154.0,4.0,5.0,5.0,2.0,4.0,5.0,9.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,2.0,True,4.0,3.0,False,False,4.0,True,1.0,True,False,True,True,False,False,https://gpcl10.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/21/acf2e2ae-dac4-464e-8809-01628f11ca6f,POINT (4.848414 52.35898)
25ff67e61f30fb89a697b1d0e4fad2aa,26.0,4.8491599999999995,52.3671,10.0,4.849136,52.36698,noskip,2018-05-27T20:55:39,359.0,4.0,4.0,5.0,3.0,3.0,4.0,9.0,7.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,1.0,True,4.0,4.0,False,False,5.0,True,1.0,False,True,False,True,False,False,https://gpcl03.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/28/b197e41e-d2eb-426f-97fa-2ccc529fe79f,POINT (4.849136 52.36698)
35672336de849450107c1c4ead133a51,5.0,4.84984,52.3648,6.0,4.849721,52.36483,noskip,2018-06-02T22:22:25,290.0,5.0,4.0,4.0,2.0,4.0,3.0,8.0,7.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,6.0,2.0,True,4.0,2.0,False,True,3.0,True,2.0,False,False,False,True,False,,https://gpcl08.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/38/2f518718-4307-45ed-93cd-fe3c6471171c,POINT (4.849721 52.36483)
07fc8865ab119d09b24862c2630d9ac6,0.0,4.845,52.3665,3.0,4.844915,52.36668,noskip,2018-06-01T18:09:52,140.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,6.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,6.0,1.0,True,2.0,2.0,False,True,3.0,True,1.0,False,False,True,True,False,,https://gpcl01.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/45/ca2ef6ca-44a9-405e-a5cf-8cfa98e95be4,POINT (4.844915 52.36668)
c2236559316e73494b9d8c0afc4d2a0d,14.0,4.8494,52.365,3.0,4.849222,52.365159999999996,noskip,2018-06-06T23:37:10,147.0,4.0,5.0,4.0,3.0,4.0,5.0,9.0,10.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,True,4.0,4.0,False,True,5.0,False,2.0,True,True,False,True,False,,https://gpcl05.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/50/23acd60a-b5b9-493e-b91b-4f3692f3ee7d,POINT (4.849222 52.36516)
c477c9b6aa09ab03bd39ee0dbaeceee6,16.0,4.84506,52.3634,12.0,4.845118,52.3634,noskip,2018-06-09T22:29:34,359.0,4.0,3.0,4.0,2.0,2.0,5.0,6.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,True,4.0,5.0,False,True,5.0,True,3.0,False,False,False,True,False,,https://gpcl03.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/57/8202e939-6a35-4b92-8128-a6192fe21fb8,POINT (4.845118 52.3634)
00cb7770df64aa10d8dfb76ac3dd0d3d,5.0,4.84984,52.3648,65.0,4.849895,52.3639,noskip,2018-06-11T19:54:12,37.0,4.0,5.0,5.0,3.0,3.0,3.0,9.0,8.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,3.0,False,True,5.0,False,,True,False,True,True,False,,https://gpcl09.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/68/1cb8bd04-08c8-4246-823a-637a298efc38,POINT (4.849895 52.3639)
f8276ab224ce4f170d6007d3481bc012,6.0,4.848669999999999,52.3651,10.0,4.848668,52.365140000000004,noskip,2018-06-12T00:29:50,329.0,2.0,2.0,2.0,2.0,4.0,4.0,8.0,8.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,True,4.0,1.0,True,True,2.0,False,1.0,True,True,True,True,True,,https://gpcl02.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/75/104e35d5-24cf-4e94-998a-66ccfc94c3c5,POINT (4.848668 52.36514)
faba3483d874f140046d1d0f3bf1240a,17.0,4.84514,52.3619,10.0,4.845062,52.36201,noskip,2018-06-12T14:26:29,130.0,4.0,4.0,4.0,2.0,2.0,4.0,8.0,10.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,8.0,2.0,True,4.0,2.0,False,True,3.0,True,1.0,False,True,False,True,False,,https://gpcl09.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/80/dc346a27-1fc6-4d34-a944-4e0d59cb7343,POINT (4.845062 52.36201)
dafbefc7c51f163658b89e5bcd6b29b4,22.0,4.84865,52.3597,10.0,4.848068,52.35958,obstacle,2018-06-13T20:06:47,324.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,7.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,True,4.0,3.0,False,True,5.0,True,2.0,False,False,True,False,False,,https://gpcl07.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/87/43403b4f-a941-4712-8ba2-5c8df20c5995,POINT (4.848068 52.35958)
37440bc875af890a10f662a11a071589,14.0,4.8494,52.365,5.0,4.849314,52.36503,noskip,2018-06-13T21:47:47,38.0,1.0,4.0,5.0,4.0,2.0,5.0,8.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,8.0,2.0,True,4.0,1.0,True,True,5.0,True,1.0,False,False,True,True,True,,https://gpcl04.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/92/4a200f65-9ae9-434a-87e6-4b30c4698ca1,POINT (4.849314 52.36503)
1228032f6dae97202d3e5821f09500d0,3.0,4.84797,52.3665,10.0,4.848061,52.36663,noskip,2018-06-14T16:24:09,190.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,True,4.0,1.0,True,True,5.0,True,1.0,True,True,False,True,False,,https://gpcl09.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/98/8f37fc49-3727-4390-bf54-c0c0544be964,POINT (4.848061 52.36663)
b745f64a64af5b62e7601a8572919f87,2.0,4.84566,52.3679,2.0,4.845927,52.3678,noskip,2018-06-15T15:43:20,90.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,9.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,,,,,1.0,True,True,2.0,False,,True,False,False,True,False,,https://gpcl06.geopedia.world/v1/AUTH_1ea448e9-6c0f-4847-a286-64b7d490a622/T2676/F21449/103/c67faa76-ccb9-4a36-8ea8-f2070bd31f93,POINT (4.845927 52.3678)
